longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.24,33.11,10,3487,545,1410,557,6.0336,240300,NEAR OCEAN
-122.1,37.4,23,1755,508,1374,506,4.3077,293500,NEAR BAY
-121.95,37.31,27,2462,570,1278,565,3.5652,329500,<1H OCEAN
-121.91,37.36,42,3224,708,1940,674,3.2153,199700,<1H OCEAN
-122.32,37.55,44,2151,411,849,370,4.4583,397100,NEAR OCEAN
-117.32,33.15,15,13245,2212,5495,2060,5.4904,262100,NEAR OCEAN
-117.42,33.96,33,2275,469,1691,459,2.7452,98100,INLAND
-121.86,36.63,37,338,109,231,100,2.5313,108300,<1H OCEAN
-117.62,34.11,17,1869,311,831,262,6.148,243900,INLAND
-121.56,39.01,22,1891,340,1023,296,2.7303,99100,INLAND
-117.43,33.93,15,4836,1368,3012,1240,2.1865,129300,INLAND
-118.14,34.17,34,2384,604,2073,540,2.3062,158000,<1H OCEAN
-118.29,33.98,48,1124,231,783,223,3.4444,93100,<1H OCEAN
-117.48,34.08,17,1834,390,1253,357,3.1028,106400,INLAND
-122,37.36,17,2070,NA,797,275,8.6155,411200,<1H OCEAN
-119.78,36.86,8,3468,675,1604,626,4.2071,128300,INLAND
-121.37,38.42,18,2643,502,1755,541,3.3281,91200,INLAND
-117.44,33.94,30,2992,516,1521,507,3.9128,126900,INLAND
-122.26,41.66,17,1885,350,953,328,2.1607,61400,INLAND
-119.86,36.81,4,4530,1070,1804,837,3.3942,72100,INLAND
-117.45,34.07,21,3465,639,2292,628,3.3553,113500,INLAND
-118.27,34.15,14,1744,536,1494,531,3.2171,230800,<1H OCEAN
-117.17,32.74,38,5054,1168,2366,1103,2.9422,289400,NEAR OCEAN
-121.34,37.98,8,2628,428,1158,393,5.3002,191700,INLAND
-118.44,34.02,39,3278,632,1321,617,6.2917,465700,<1H OCEAN
-121.43,38.52,30,3657,945,2925,899,1.3927,78300,INLAND
-118.15,35.04,29,1671,368,821,337,2.16,56800,INLAND
-118.39,34.16,37,1388,286,547,258,5.1584,444700,<1H OCEAN
-117.37,34.12,32,3190,568,1614,512,3.8398,118200,INLAND
-121.9,37.27,33,3410,583,1739,588,5.0714,255600,<1H OCEAN
-119.85,36.84,12,2272,304,840,305,8.9669,213900,INLAND
-117.7,33.47,20,1577,363,764,333,4.1563,320800,<1H OCEAN
-118.38,34.14,42,1253,225,492,224,7.7112,386700,<1H OCEAN
-118.3,33.86,35,2016,365,1083,369,5.1727,230200,<1H OCEAN
-117.89,33.94,20,3349,685,1822,675,4.7216,227000,<1H OCEAN
-117.09,32.66,46,844,147,423,161,3.375,136300,NEAR OCEAN
-118.31,33.87,27,3348,695,1545,625,4.7543,296300,<1H OCEAN
-122.5,37.75,44,1739,343,872,330,2.9632,286300,NEAR OCEAN
-122.08,37.34,28,1643,216,594,205,12.367,500001,<1H OCEAN
-122.4,37.76,52,4265,912,1555,836,4.119,298300,NEAR BAY
-120.35,39.34,29,1986,474,337,100,4.0278,95800,INLAND
-123.22,39.16,32,1149,187,499,208,3.6587,154600,<1H OCEAN
-117.88,33.76,37,2988,677,2354,666,3.4345,235500,<1H OCEAN
-116.98,32.74,24,977,147,454,169,4.9286,173700,<1H OCEAN
-118.33,33.99,46,1582,315,777,286,3.2083,149600,<1H OCEAN
-118.16,33.77,38,3235,769,1284,752,2.9384,304100,NEAR OCEAN
-119.05,35.34,14,3580,984,1933,912,2.6637,175000,INLAND
-118.3,34.01,48,4217,1095,3298,949,1.9152,122300,<1H OCEAN
-117.89,33.87,32,1569,422,835,386,3.0465,148900,<1H OCEAN
-117.9,33.91,33,4181,804,2049,834,4.3103,201600,<1H OCEAN
-122.09,37.91,18,9576,1455,3486,1380,7.0895,306900,NEAR BAY
-122.18,37.68,5,2087,407,840,401,5.4858,187800,NEAR BAY
-118.44,34.04,31,2670,662,1535,631,3.0714,347800,<1H OCEAN
-120.22,39.2,22,8259,1409,845,353,3.3699,244000,INLAND
-122.38,40.58,36,1808,384,807,383,1.8375,74800,INLAND
-122.76,38.44,11,2895,524,1633,534,4.7283,170200,<1H OCEAN
-118.49,34.27,33,3047,527,1578,507,4.58,236200,<1H OCEAN
-118.28,33.93,43,269,74,295,79,2.2969,90600,<1H OCEAN
-117.11,32.62,27,1846,509,1078,482,2.1719,131500,NEAR OCEAN
-117.24,33.19,19,1569,351,1035,352,2.9191,159400,<1H OCEAN
-118.09,34.04,24,1543,257,824,271,6.4385,272600,<1H OCEAN
-121.92,37.29,35,2189,307,800,320,7.6659,426900,<1H OCEAN
-118.39,34.03,39,1366,375,1237,370,3.7206,230900,<1H OCEAN
-122.36,37.95,38,1042,289,773,248,2.7714,104700,NEAR BAY
-118.41,33.98,33,3331,777,1695,735,3.9727,307200,<1H OCEAN
-118.39,33.99,32,2612,418,1030,402,6.603,369200,<1H OCEAN
-122.34,40.57,26,2187,472,1339,463,2.0395,67900,INLAND
-121.88,37.37,3,4430,841,2559,801,6.0959,272700,<1H OCEAN
-117.73,33.61,16,590,130,178,121,4.8611,186800,<1H OCEAN
-122.13,37.76,26,3266,491,1222,533,5.37,275400,NEAR BAY
-120.8,38.31,37,1341,256,533,242,3.2135,123600,INLAND
-118.43,34.22,36,1372,295,774,306,3.6618,187300,<1H OCEAN
-120.5,35.03,10,10463,1756,4660,1715,3.5682,277300,<1H OCEAN
-120.42,34.95,52,1391,287,632,276,1.7431,131500,<1H OCEAN
-120.71,38.73,17,2146,396,862,351,2.9219,141300,INLAND
-117.81,33.84,17,4343,515,1605,484,10.5981,460100,<1H OCEAN
-118.25,33.98,39,1553,461,2271,437,1.7378,121900,<1H OCEAN
-117.02,34.88,18,2127,443,1168,401,3.0313,80000,INLAND
-118.35,34.05,46,2149,451,905,443,2.8841,290800,<1H OCEAN
-118.01,33.77,33,1387,238,890,264,5.422,204100,<1H OCEAN
-121.78,37.31,25,2093,297,983,338,6.4664,271500,<1H OCEAN
-120.66,35.29,16,2272,629,1689,649,1.7031,195000,NEAR OCEAN
-122.42,37.73,35,1871,342,1055,310,4.625,279300,NEAR BAY
-118.18,34.11,33,1523,391,753,298,2.6591,183800,<1H OCEAN
-118.58,34.24,26,3239,647,1529,590,3.2426,236900,<1H OCEAN
-118.42,33.97,44,1462,240,562,237,4.9375,365200,<1H OCEAN
-117.09,32.62,37,1925,428,1344,426,2.4866,129700,NEAR OCEAN
-118.43,34.23,37,1737,369,1061,356,3.9615,173700,<1H OCEAN
-117.95,33.98,15,16042,2602,7732,2552,5.6716,330400,<1H OCEAN
-121.55,39.06,25,1332,247,726,226,2.25,63400,INLAND
-122.2,37.76,47,1116,259,826,279,1.75,85700,NEAR BAY
-118.8,34.27,12,3330,600,1577,584,4.6985,264100,<1H OCEAN
-117.78,33.85,16,3781,504,1665,499,7.2554,335600,<1H OCEAN
-118.08,33.82,26,4259,588,1644,581,6.2519,345700,<1H OCEAN
-117.65,33.65,16,1538,260,835,259,5.5779,234800,<1H OCEAN
-122.42,37.76,52,4407,1192,2280,1076,3.3937,270000,NEAR BAY
-117.46,33.95,34,1565,296,1142,328,3.6979,99600,INLAND
-122.3,41.31,29,4059,787,1700,702,2.4526,97100,INLAND
-118.64,34.19,30,2399,373,1062,377,6.0094,245600,<1H OCEAN
-121.93,37.54,25,1354,192,596,220,6.629,352400,<1H OCEAN
-119.7,36.8,31,1746,321,1186,360,2.6932,66400,INLAND
-116.94,33.77,14,7240,1410,2708,1240,2.4145,137600,INLAND
-119.29,36.28,23,1895,340,749,313,2.2333,120100,INLAND
-122.49,37.74,52,2442,449,1188,436,4.3909,317700,NEAR OCEAN
-121.87,37.1,20,1918,304,798,302,7.5755,402300,<1H OCEAN
-121.54,38.59,29,2242,493,1481,478,2.0781,74800,INLAND
-121.49,38.54,37,1655,393,841,355,1.6932,78400,INLAND
-122.15,37.74,49,1494,316,611,288,2.2,187500,NEAR BAY
-117.98,34.14,24,1596,388,1329,352,3.0417,148000,INLAND
-118.16,33.91,35,1403,338,1415,367,3.0967,144000,<1H OCEAN
-120.83,39.27,14,3338,608,1373,562,3.67,160100,INLAND
-118.41,34.19,37,1993,425,939,400,2.8021,224600,<1H OCEAN
-121.91,36.62,52,1431,300,657,293,3.2865,240100,<1H OCEAN
-121.98,37.53,28,2829,566,1610,540,4.6,223200,<1H OCEAN
-121.59,39.14,41,1492,350,804,353,1.684,71300,INLAND
-120.87,41.54,21,1091,208,660,188,2.2321,34600,INLAND
-122.01,37.31,23,6846,1078,2951,1063,6.3702,332000,<1H OCEAN
-117.01,32.76,22,3626,824,1800,769,2.8594,189600,<1H OCEAN
-118.28,33.75,18,393,189,429,188,1.8393,187500,NEAR OCEAN
-117.3,34.09,40,1051,244,745,243,2.1842,75200,INLAND
-117.48,34.09,32,1650,328,1124,290,3.1838,98600,INLAND
-118.44,34.27,36,1111,275,1333,266,3.5347,158100,<1H OCEAN
-119.71,36.82,12,2144,568,1320,566,2.3381,112500,INLAND
-119.91,34.4,24,2001,365,1170,330,6.0992,268800,NEAR OCEAN
-122.07,38.24,15,7937,1635,4390,1567,3.5464,129800,INLAND
-118.54,34.37,27,2051,301,917,287,7.6059,323700,<1H OCEAN
-121.31,38.66,27,1713,282,761,295,5.2081,136400,INLAND
-122.2,37.48,32,640,166,991,160,1.9844,270000,NEAR BAY
-118.06,34.08,42,1988,402,1239,402,3.2569,201500,<1H OCEAN
-117.06,34.02,24,3912,809,1926,762,2.6875,116300,INLAND
-122.08,37.35,33,2398,317,832,314,10.3591,500001,NEAR BAY
-118.15,34.05,31,3362,799,1939,754,3.5089,305800,<1H OCEAN
-118.39,34.08,28,833,230,349,210,3.067,375000,<1H OCEAN
-115.64,32.8,23,1228,235,569,235,3.1667,125000,INLAND
-118.25,34,36,1176,309,1267,292,1.6382,105000,<1H OCEAN
-118.07,34.08,37,1210,252,733,243,2.806,214600,<1H OCEAN
-118.61,34.25,16,8295,1506,3903,1451,5.5111,276600,<1H OCEAN
-118.32,33.89,44,1300,252,695,249,5.1669,220600,<1H OCEAN
-117.34,34.07,46,1851,425,1100,377,2.0461,90500,INLAND
-117.05,34.01,27,5484,1205,2645,1131,2.1927,116700,INLAND
-120.69,35.49,16,2666,450,1203,429,4.1375,222400,<1H OCEAN
-120.4,34.86,11,1633,348,504,327,2.0508,275000,<1H OCEAN
-122.25,37.5,44,348,79,154,73,4.7708,253800,NEAR OCEAN
-118.1,33.96,38,1657,335,1195,309,4.1711,160100,<1H OCEAN
-121.81,38.43,30,1674,297,756,292,3.9286,133100,INLAND
-118.52,34.19,37,1560,275,763,284,3.8516,206900,<1H OCEAN
-122.23,37.79,48,1696,396,1481,343,2.0375,122500,NEAR BAY
-120.99,37.67,16,568,124,307,116,2.1518,107400,INLAND
-121.81,39.7,21,5051,1054,2948,980,1.5863,81300,INLAND
-117.87,34.06,25,3652,470,1525,484,10.1248,428500,<1H OCEAN
-117.72,34.09,33,4979,934,2575,874,3.7958,152500,INLAND
-117.19,33.34,15,3310,488,1104,460,6.1009,314400,<1H OCEAN
-117.59,33.65,4,1793,390,897,386,4.2463,182800,<1H OCEAN
-118.1,34.15,32,978,227,543,211,3.0096,199000,INLAND
-122.42,37.62,36,1538,256,671,247,4.4091,317900,NEAR OCEAN
-121.25,38.67,14,6155,1034,2407,941,4.2262,244300,INLAND
-116.99,32.81,25,4436,758,1997,738,4.2386,201000,<1H OCEAN
-118.32,34.09,44,2666,NA,2297,726,1.676,208800,<1H OCEAN
-121.28,37.94,35,2680,634,2188,611,1.9375,56700,INLAND
-119.84,36.84,12,2396,290,863,258,8.7716,229200,INLAND
-122.08,37.59,16,1816,365,1367,355,4.235,156300,NEAR BAY
-117.52,33.82,14,3776,580,1877,559,5.1365,215000,INLAND
-120.17,39.32,14,2421,489,1000,354,3.5652,119800,INLAND
-118.17,34.18,44,1401,246,607,271,2.8472,218800,<1H OCEAN
-121.88,37.27,24,4567,688,2102,695,5.6895,289000,<1H OCEAN
-117.81,33.67,24,3930,661,1831,616,6.3767,269000,<1H OCEAN
-122.03,37.61,36,1409,271,1002,281,3.7262,164900,NEAR BAY
-117.72,33.62,19,1144,268,365,279,2.8583,105800,<1H OCEAN
-121.22,37.8,13,335,89,247,77,1.6111,74100,INLAND
-122.2,40.26,15,2102,358,957,371,3.1908,137900,INLAND
-118.25,34.11,39,1415,369,1467,351,3.015,156300,<1H OCEAN
-123.22,39.16,29,6121,1222,3595,1189,2.631,109600,<1H OCEAN
-122.74,38.48,12,4174,670,1882,647,4.551,178300,<1H OCEAN
-116.25,33.68,16,926,189,238,118,3.0114,366700,INLAND
-118.32,33.98,46,1611,339,921,314,3.0833,103300,<1H OCEAN
-122.49,37.85,38,240,29,63,34,12.2547,500001,NEAR BAY
-120.45,37.31,20,4379,753,2055,716,3.7652,133500,INLAND
-118.84,34.15,17,3785,494,1527,507,8.4443,358500,<1H OCEAN
-122,37.31,33,4211,918,2389,861,4.7235,242200,<1H OCEAN
-121.89,36.63,20,1834,554,971,514,3.0383,217300,<1H OCEAN
-121.82,37.31,15,1504,294,1267,291,5.5145,219400,<1H OCEAN
-116.98,32.88,12,7320,1279,4048,1249,4.3952,151700,<1H OCEAN
-118.44,34.31,14,4151,941,3163,915,4.0301,154300,<1H OCEAN
-121.96,37.51,22,5811,1125,3215,1086,4.4107,223500,<1H OCEAN
-121.42,37.74,35,796,132,313,152,3.15,153200,INLAND
-118.12,33.85,37,2386,409,1101,399,4.6908,218200,<1H OCEAN
-118.22,34.06,52,48,6,41,10,10.2264,112500,<1H OCEAN
-118.44,34.26,34,325,60,433,83,5.5124,174300,<1H OCEAN
-118.27,33.99,38,1407,447,1783,402,1.8086,97100,<1H OCEAN
-121.92,36.62,47,1811,401,948,375,3.0379,249300,NEAR OCEAN
-118.15,34.1,39,3856,867,1847,830,3.4559,364900,<1H OCEAN
-122.67,38.31,28,1915,419,930,342,3.7875,292700,<1H OCEAN
-118.38,33.87,33,1993,371,918,361,6.9021,337600,<1H OCEAN
-122.42,40.57,10,7949,1309,3176,1163,4.1099,120100,INLAND
-117.23,32.73,36,2052,287,699,265,7.5557,441400,NEAR OCEAN
-117.85,33.79,52,1963,430,1197,415,3.8929,211000,<1H OCEAN
-118.22,34.63,4,14348,2145,5839,1806,5.3799,222400,INLAND
-118.02,34.08,31,2402,632,2830,603,2.3333,164200,INLAND
-117.95,33.77,38,989,246,691,204,3.2632,180900,<1H OCEAN
-119.69,36.81,13,1524,366,994,370,2.5446,93800,INLAND
-118.19,35.05,14,2992,573,1631,526,3.7452,83200,INLAND
-117.03,33.12,25,3142,446,1286,419,5.4663,248300,<1H OCEAN
-118.38,34.25,38,983,185,513,170,4.8816,231500,<1H OCEAN
-118.41,34.07,52,3562,394,1163,361,15.0001,500001,<1H OCEAN
-117.36,33.88,15,2857,421,1361,382,4.6875,189800,INLAND
-119.04,34.23,21,9807,1614,4199,1554,5.0145,246600,<1H OCEAN
-118.14,34.15,52,407,160,227,148,1.5156,187500,<1H OCEAN
-118.15,34.12,49,1789,288,848,311,6.0199,500000,<1H OCEAN
-118.24,34.06,8,1204,552,1074,517,1.0227,87500,<1H OCEAN
-121.23,38.65,19,2926,476,1349,480,4.6437,212900,INLAND
-121.06,37.7,7,9374,1847,4827,1722,3.462,151900,INLAND
-120.02,38.76,15,3142,618,725,285,4.3333,121400,INLAND
-122.26,37.54,16,2118,333,770,318,7.2477,376000,NEAR BAY
-118.99,35.3,33,2248,434,1461,405,2.9402,56200,INLAND
-117.12,34.1,40,96,14,46,14,3.2708,162500,INLAND
-118.1,34,32,2122,591,1929,539,2.7311,169300,<1H OCEAN
-118.47,34.05,25,2689,719,1229,663,3.5909,500001,<1H OCEAN
-117.25,32.73,37,2224,331,821,341,6.3331,400000,NEAR OCEAN
-122.18,37.75,46,941,218,621,195,1.325,87100,NEAR BAY
-120.93,39.9,20,1511,328,791,320,2.0221,70900,INLAND
-122.08,37.64,36,786,133,463,160,3.9338,182700,NEAR BAY
-117.91,33.78,33,2729,549,2223,535,4.0362,177900,<1H OCEAN
-118.43,34.17,35,2922,507,1130,485,5.451,341800,<1H OCEAN
-122.78,38.97,11,5175,971,2144,792,3.0466,97300,INLAND
-122.31,38.33,26,2155,339,956,365,4.0132,174700,NEAR BAY
-118.12,33.87,43,1633,355,837,350,3.0405,188000,<1H OCEAN
-118.07,34.11,41,2869,563,1627,533,5.0736,270700,<1H OCEAN
-118.11,34.17,46,2837,592,1453,549,3.1115,234600,INLAND
-118.38,34.08,30,4524,1312,1910,1243,2.8889,335300,<1H OCEAN
-120.98,38.34,27,3471,653,1793,600,3.5508,99100,INLAND
-118.7,35.82,20,4642,1300,658,247,2.3937,82100,INLAND
-117.03,33.89,6,78,11,27,10,3.125,187500,INLAND
-122.62,38.73,21,1425,323,727,287,2.1474,85300,INLAND
-122.08,37.4,25,1750,341,999,319,5.806,308700,NEAR BAY
-122.14,40.07,31,2053,465,1193,447,1.4923,44400,INLAND
-120.82,35.31,16,3924,699,1325,638,2.5172,293900,NEAR OCEAN
-118.02,34.05,34,1610,513,2050,508,2.5562,156300,<1H OCEAN
-121.53,39.52,30,1030,161,448,159,2.4821,73800,INLAND
-118.14,33.96,38,590,139,620,132,2.1731,143800,<1H OCEAN
-122.46,37.98,10,1325,189,427,162,12.0933,500001,NEAR BAY
-118.25,34,34,1905,552,2194,521,1.4792,95800,<1H OCEAN
-118.18,33.87,44,1832,401,1056,405,4.0658,175100,<1H OCEAN
-121.11,38.95,14,3888,890,1830,844,1.8238,158600,INLAND
-116.55,33.84,28,2992,562,676,346,5.7613,500001,INLAND
-116.41,33.74,17,4289,893,958,440,2.4659,177800,INLAND
-122.45,37.76,50,2518,507,979,516,4.6912,500001,NEAR BAY
-118.2,33.82,21,2251,452,913,420,4.6042,272200,NEAR OCEAN
-122.68,38.45,36,1686,303,744,304,4.0139,163100,<1H OCEAN
-122.32,38.12,12,5382,928,3928,921,5.3785,150600,NEAR BAY
-121.69,37.95,15,1850,441,1348,403,3.8125,125400,INLAND
-117.12,32.95,4,9018,1572,4438,1498,4.988,263700,<1H OCEAN
-117.15,32.77,16,2056,631,847,569,2.9576,92200,NEAR OCEAN
-122.46,38.29,21,2423,560,1098,503,2.364,173300,NEAR BAY
-122.52,37.88,52,176,50,88,46,3.8068,275000,NEAR BAY
-116.54,33.81,31,6814,1714,2628,1341,2.1176,124100,INLAND
-117.96,34.02,33,349,124,460,83,2.375,133300,<1H OCEAN
-121.54,39.12,17,4251,899,3265,934,2.3496,65000,INLAND
-122.43,37.72,52,2206,478,1583,456,3.7105,250500,NEAR BAY
-119.72,36.75,11,4832,993,2190,888,2.6611,74700,INLAND
-120.41,34.87,15,1534,251,761,240,4.9028,193600,<1H OCEAN
-117.71,33.47,14,3894,672,1490,629,6.5206,368500,<1H OCEAN
-119.98,38.92,27,2682,606,1010,399,3.15,86900,INLAND
-121.01,37.65,52,178,53,152,62,0.4999,82500,INLAND
-122.04,37.97,39,1323,245,705,261,3.1968,151000,NEAR BAY
-117.21,33.34,10,5294,817,2312,810,5.4563,325700,<1H OCEAN
-117.94,33.74,24,4248,840,3118,798,4.2222,207200,<1H OCEAN
-117.05,32.8,25,1905,250,865,253,6.4797,249000,<1H OCEAN
-118.49,34.03,31,4949,1293,1985,1244,4.252,436700,<1H OCEAN
-118.33,34.06,52,1368,231,737,248,8.3617,433800,<1H OCEAN
-119.18,34.19,5,384,131,410,149,1.5625,87500,NEAR OCEAN
-119.38,35.49,34,2304,437,1506,403,2.2071,64600,INLAND
-122.3,37.89,36,1077,293,518,276,3.0208,206300,NEAR BAY
-118.99,35.38,26,1317,374,1025,304,1.4024,51000,INLAND
-120.89,39.3,17,2282,431,974,371,3.5417,155100,INLAND
-118.36,33.99,45,2005,368,909,364,4.6406,268900,<1H OCEAN
-122.22,39.51,17,1201,268,555,277,2.1,66900,INLAND
-121.88,37.41,23,3224,652,2183,655,4.3807,226900,<1H OCEAN
-118.46,34.07,49,2418,301,850,318,14.2867,500001,<1H OCEAN
-121.91,37.69,23,2179,308,926,299,5.9345,259600,<1H OCEAN
-118.48,34.01,31,1829,458,719,392,4.4,353800,<1H OCEAN
-118.31,33.82,39,2198,425,1160,436,4.1406,323700,<1H OCEAN
-119.44,36.6,5,2353,608,2505,573,2.2863,69200,INLAND
-117.79,34.07,33,1694,333,1689,301,3.7583,116300,INLAND
-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300,INLAND
-122.36,38.4,16,2716,546,898,500,2.2536,201200,INLAND
-117.96,34.09,6,1954,534,1584,496,3.1621,131000,INLAND
-119.71,34.43,47,1572,417,790,384,2.6429,279200,<1H OCEAN
-122.68,38.01,41,1865,392,825,369,4.2011,255400,NEAR OCEAN
-117.31,34.13,36,1076,283,773,224,2.6307,66400,INLAND
-122.48,37.67,31,2609,433,1746,464,5.1054,294500,NEAR OCEAN
-118.33,34,24,873,320,529,308,0.9304,151600,<1H OCEAN
-122.46,37.76,52,2236,545,1186,532,3.4531,414300,NEAR BAY
-117.01,32.7,25,2321,398,1434,386,3.5341,120800,NEAR OCEAN
-122.46,37.59,21,12902,2118,6160,2082,5.7653,325800,NEAR OCEAN
-118.03,33.85,16,1831,390,1347,389,3.8426,344400,<1H OCEAN
-117.98,33.76,23,1553,518,1988,474,2.1375,150000,<1H OCEAN
-118.86,34.07,16,1409,244,970,172,8.0144,500001,NEAR OCEAN
-117.81,33.87,19,4491,680,2457,702,6.0591,233500,<1H OCEAN
-122.36,40.69,32,3611,772,2060,759,1.7427,60600,INLAND
-121.52,39.12,37,102,17,29,14,4.125,72000,INLAND
-119.55,36.6,18,2379,448,1638,436,2.309,57100,INLAND
-122.25,37.82,28,3337,855,1520,802,3.9063,225000,NEAR BAY
-119.71,34.44,41,2220,367,927,355,5.3184,376000,<1H OCEAN
-118.3,33.93,29,2228,396,1140,352,3.7969,169400,<1H OCEAN
-118.47,34.27,17,1444,282,523,270,2.7353,192400,<1H OCEAN
-118.12,33.91,35,1518,279,857,251,3.6917,197500,<1H OCEAN
-117.07,32.63,37,2372,444,1056,419,3.7583,145500,NEAR OCEAN
-118.07,34.51,14,2798,459,1236,404,4.8667,239900,INLAND
-118.31,34.09,36,2517,842,2446,689,2.1524,187500,<1H OCEAN
-115.53,32.99,25,2578,634,2082,565,1.7159,62200,INLAND
-118.55,34.24,21,5751,1082,2230,1016,4.3458,407500,<1H OCEAN
-122.55,37.92,52,2303,350,859,359,6.1085,500001,NEAR BAY
-118.39,34.21,32,1869,441,1516,432,3.6845,178500,<1H OCEAN
-114.64,34.83,10,2502,573,1152,481,1.7062,86800,INLAND
-117.25,33.2,22,2361,618,1472,596,2.0625,124500,<1H OCEAN
-118.36,33.9,39,1166,222,640,206,3.5313,230400,<1H OCEAN
-119.3,34.27,17,1527,503,688,423,1.6007,187500,NEAR OCEAN
-117.21,34.28,16,3326,569,527,192,5.7421,167600,INLAND
-121.47,38.55,29,1303,308,861,263,1.0208,55800,INLAND
-122.3,37.89,52,1248,283,620,275,4.0875,221300,NEAR BAY
-122.18,37.73,42,909,215,646,198,2.9063,80000,NEAR BAY
-120.19,37.53,25,1470,341,706,283,1.7614,71300,INLAND
-117.99,33.85,34,1948,306,957,304,4.9777,212600,<1H OCEAN
-117.78,33.9,14,6239,901,2923,904,6.5437,268200,<1H OCEAN
-117.85,34.14,35,1582,248,654,221,4.9091,275000,INLAND
-122.26,37.87,52,2773,998,1721,949,1.1859,241700,NEAR BAY
-117.96,33.76,24,1328,290,1012,306,4.2813,189500,<1H OCEAN
-118.16,34.19,42,2076,462,1641,436,2.2326,149200,<1H OCEAN
-118.23,33.97,47,932,295,1226,264,1.6065,111400,<1H OCEAN
-119.25,34.26,30,2948,827,1635,750,2.67,214900,NEAR OCEAN
-122.57,38.58,18,2083,506,926,487,1.9925,225000,INLAND
-117.9,33.67,26,2507,393,1333,392,6.1601,266100,<1H OCEAN
-117.73,34.12,26,1279,163,412,157,6.1731,293800,INLAND
-118.03,33.78,26,2001,302,836,298,5.1061,257500,<1H OCEAN
-118.42,34.24,35,1507,281,1025,286,4.5833,177200,<1H OCEAN
-122.17,37.88,32,3633,508,1393,506,7.6917,401800,NEAR BAY
-120.33,34.87,24,2590,404,1093,338,3.9375,341200,<1H OCEAN
-118.6,34.2,10,2869,941,2162,829,3.2297,150000,<1H OCEAN
-116.71,33.94,12,549,109,209,90,3.0208,66300,INLAND
-115.6,32.87,3,1629,317,1005,312,4.1293,83200,INLAND
-121.25,38.68,15,1497,243,730,242,4.9688,135600,INLAND
-122.03,36.98,37,2817,716,1341,662,2.1553,255400,NEAR OCEAN
-121.23,38.79,45,907,176,463,190,2.2292,92000,INLAND
-122.18,37.74,35,504,126,323,109,1.8438,90500,NEAR BAY
-119.03,35.36,41,2551,594,1342,595,1.9671,76800,INLAND
-117.93,34.06,28,3342,688,2210,647,3.4596,202800,<1H OCEAN
-122.59,38.58,18,3753,752,1454,668,3.7585,185700,<1H OCEAN
-121.43,38.54,43,2084,417,912,410,2.9769,92700,INLAND
-121.43,38.63,43,1009,225,604,218,1.6641,67000,INLAND
-122.42,37.61,17,1040,432,669,405,4.1513,137500,NEAR OCEAN
-117.81,33.64,16,2404,349,868,329,11.0138,442100,<1H OCEAN
-122.48,37.78,52,2666,515,1362,494,4.218,393800,NEAR BAY
-121.33,38.66,17,2767,584,1275,568,2.5909,125400,INLAND
-117.34,34,27,321,64,214,67,3.175,101600,INLAND
-118.14,34.16,36,2973,807,2846,784,2.6217,156300,<1H OCEAN
-121.99,37.33,33,2023,425,1016,405,3.9417,285800,<1H OCEAN
-117.9,33.91,26,2885,476,1227,439,4.9524,226600,<1H OCEAN
-118.25,34,36,1033,267,1112,229,1.7237,105800,<1H OCEAN
-121.32,38.54,13,4715,1090,2420,1059,2.9693,104400,INLAND
-118.29,34.05,18,3585,1661,5229,1534,1.847,250000,<1H OCEAN
-122.28,37.85,48,2063,484,1054,466,2.2625,132900,NEAR BAY
-118.34,34.18,45,1328,290,720,289,3.875,226900,<1H OCEAN
-117.23,32.72,43,952,209,392,210,2.1635,244200,NEAR OCEAN
-119.73,36.73,9,1621,428,678,394,2.2437,54200,INLAND
-116.24,33.72,25,5236,1039,2725,935,3.775,93400,INLAND
-118.47,34.3,16,2495,551,2314,567,3.6736,192200,<1H OCEAN
-117.35,33.68,10,516,107,282,96,4.2788,125000,<1H OCEAN
-122.1,38.24,13,7367,1042,3193,983,5.3102,195000,NEAR BAY
-118.94,35.39,27,3074,452,1223,452,5.4592,139100,INLAND
-122.03,37.54,16,4458,856,3038,870,5.0739,208000,NEAR BAY
-122.06,37.99,17,1319,316,384,269,1.8229,137500,NEAR BAY
-121.75,37.11,18,3167,NA,1414,482,6.8773,467700,<1H OCEAN
-121.42,38.48,13,7880,1992,4749,1882,1.9657,116000,INLAND
-117.24,32.79,20,961,278,525,254,3.1838,245800,NEAR OCEAN
-122.28,37.85,49,1130,244,607,239,2.4597,93800,NEAR BAY
-118.06,33.83,21,3941,655,1897,670,4.88,343900,<1H OCEAN
-121.45,36.51,29,1045,311,1245,273,1.775,112500,<1H OCEAN
-117.81,35.65,19,1124,290,598,261,1.8984,54300,INLAND
-122.69,38.34,23,2846,516,1526,492,3.733,163500,<1H OCEAN
-118.23,33.91,27,1694,393,1890,373,3.0341,89100,<1H OCEAN
-118.12,34.01,40,1417,338,1068,331,2.4259,164600,<1H OCEAN
-121.56,39.53,12,1733,421,1861,415,1.5771,65200,INLAND
-117.63,33.47,4,2320,405,1408,477,6.3369,256000,NEAR OCEAN
-116.99,32.72,13,1330,216,719,215,3.8295,149600,<1H OCEAN
-118.36,34.05,42,1372,NA,674,271,2.8793,202100,<1H OCEAN
-119.81,36.77,49,1749,314,705,300,3.15,72200,INLAND
